file_name,content,grade
20152t4p3564n0r.docx,"Para Prefeitura municipal Belem - Para
Dé: moradora Bairro seculo XXI
Asunto: Azulejos Valiosos

Prezados Sres.

O presente e para informar-les a situação calminoura que se esta vivendo e correndio de algumas preas que em um pasado não muito distante foram os meitriono de triunfos e fasis de uma cidade sem igual; os museus se encontram em preociosas situação de conservação, preservação, lhegando a ser muito deles prestado.

Diante nesta situação de Calamidade contra em patrimonio público, foi criado comisão dos moradores Bairro S. XXI, tentando obter respostas e tanto economica das autoridades para poder precisas azulejos objetos dignos de admiração já que os mesmos formaram parte de uma época de fim, enfeitando predios inumeros de nossa bela cidade “Belém”.

Dito projeto tem a missão de conservação de uma herança ancestral, desta forma gerando de forma indireta fontes de emprego e impresas de visitas de inúmeros turistas com dita restauração é conservação.
Aguardando uma resposta forma e paranavel, fico e ficamos atentos e qualquer noticia.
gratos
Moradores “Século XXI”",0
20152t4p3599n0r.docx,"São Paulo 20 Outubro 2015
Senhores
Prefeitura Municipal
Belem - Brasil

Ref Solicitud de solução inmediata de conservação de Azulejos valiosos em nossa Capital

Caros Senhores, como e de conhecimento de vocês nossa capital foi considerada como uma das cidades Brasileiras com maior variedade de azulejos que coloriam as fachadas e interior das residencias. Eles foi importada da Europa na virada do século XIX a XX. da década 1970 para cá mais de 50% dos azulejos se perderam. este ano a situação ter se agravado. Desde Fevereiro, pelo menos cuatro casarões foram alvo de vandalismo.
Eu roubo.",0
20152t4p3860n0r.docx,"
O problema e grande para mundo

Necessidade renovar todos os idosos construção e vão limpar e organizar.

O governo precisa fazer casas para Azulejos melhor que no Brasil e calor.

O ministerio de saude precisa fazer todos os hospitalis gratis. Para Azulejos.

Tambem o Ministerio do trabalho precisa resolver esse problema.

Nos vamos ajudar com dinheiro ou com comida.

eu acho que resoluar problema esse.
",0
20152t4p3901n0r.docx,"Prezada Prefeitura
Azulejos valiosos é uma produção muito importante no Brasil. Então a capital paraense já foi considerada uma das cidades brasileiras com maior variedade de azulejos, que coloriam as fachadas e o interior de residências. Boa parte deles foi importada da Europa, principalmente na virada do século XIX para o XX, auge da produção de borracha. Da década de 1990 para cá no entanto, mais 50% dos azulejos se perderam. Este ano a situação parece ter se agravado. Pelo menos quatro casarões foram alvo.",0
20152t4p3912n0r.docx,"Para: Prefeitura Municipal
Assunto: Preocupação com os casarões.

Diante da situação vivida hoje em Belem, o assunto que vem se espalhando pela capital parense.
",0
20152t4p4199n0r.docx,"CARTA ABERTA

A PREFEITURA MUNICIPAL
A toda a comunidade

Os moradores de Belem estamos inconformes pelo que foi publicado no “jornal” melhor dizendo, “Jornal” em dia 30 de Junho de 2012, no qual na página 20 apresenta um manchete dizendo: AZULEJOS VALIOSOS - quatro casarões do século XIX são algo de roubos e depredações em Belem. porque isso é uma suspeita que faz que nossa integridade como boas pessoas fique no mão, que nosas familias não estão dispostas a levar com eles esse feito que somente sinala descriminação que não dá para nossa comunidade porque os roubos poderíam ser feitos por qualquer outras pessoas alem do mais que nossos casarões têm vivido muitas outras pessoas que não foram de Belem.
Então a desqualificação que o relator faz vai em contra de Belem e seus moradores não concorda com a realidade e exigimó-lhes que retifiquem sua nota.

Os moradores de Belem.",0
20152t4p4386n0r.docx,"
Data: 20/10/2023
De: Bibiana Cambará
Para: diretora Thais Toscano
Titulo: Azulejos valiosos

Senhor diretora

Bom dia vem por este meio da salientar sobre o Projetos Azulejos Valiosos.

Que é muito bom porque ouve que no Brasil a capital paraense ja foi considerada uma das cidades Brasileiras que coloriam as fechadas e o enterior a residencia. Boa parte deles foi importada da europa.

Ha cerca de um ano departamento Patrimonio Histórico, artistico e cultural iniciou o processo de tombamento de casarão.

Gostaria dizer que este projeto è muito importante ajudas as outras pessoas nos casos dos azulejos boa e as medida que foram tomada para os roubadores de azulejo é muito bom.
",0
20152t4p505n0r.docx,"Prefeitura da cidade de Belém

Prefeitura Municipal da Cidade de Belém, com certeza já trabalhou muito no desenvolvimento da cidade, mas com a evolução do mundo, a urbanização percebemos que a situação dos Casarões históricos da cidade com base de “Azulejos valiosos” deixa uma crítica muito grande para a cidade, sugero que a prefeitura pesa nisso para tentar renovar e iluminar a cidade. Podemos até seguir o capital paraense que já foi considerada uma das cidades brasileiras com maior variedade de Azulejos, então espero logo a sua proposta pela comunidade em breve.

morador de Belém",0
20152t4p513n0r.docx,"Azulejos valiosos
A capital paraence foi considerada uma das cidades brasileira com maior variedade de azulejos, uma boa parte dela veio da europa na decada do seculo XIX para XX no ano de 1970 perderam mais de 50% de azulejos. esta sino a situação parece ter agravado desde fevereiro, pelo menos quatro casarões foi alvo de vandalismo.
Uma das construções deperdadas é o palacete vitor maria da silva, augusto montenegro o antigo infecto de obras do estado do pará os azulejos foram encontrados dias depois, a proteção do palacete parece encaminhada, no laboratório do conservação e restauração da UFPA, mais de 1.000 fragmentos de azulejos e estamos montando quebra-cabeça.
ou, então foi uma tentativa de desqualificação da propriedade para que se possa fazer o que quiser com o patrimônio.
suspeita a arquiteta e urbanista claudia nascimento.
Enquanto as investigações não forem concluídos os poucos exemplares de azulejos que ainda restam aumentam cada vez mais de valor.
",0
20152t4p970n0r.docx,"Terça-feira, 20 de Outubro de 2015

Bibiana Cambará
50276-2011
Avenida Caxanga,
Recife.
Prezado Senhores e Senhoras
Há cerca de um ano, o departamento do patrimônio Historico, Artístico e Cultural iniciou o processo de tombamento do casarão - Segundo a diretora Thaís Toscano, o procedimento é demorado, por ser necessário documentar detalhes arquitetonicos e históricos da construção. “No caso desse imóvel, os detalhes se tornam máis elaborados, dado o nivel artístico dos painéis de azulejo. Mas o local já foi interditado”. A proteção do palacete parece encaminhada; mas as situação na cidade causa preocupação; já que outros três casarões tiveram azulejos do seculo XIX fundados. “foram roubos pontuais muito estranhos. O palacete Vitor Maria da Silva tem um dos interiores mais bonitos da cidade, mas por fora é muito simples, não chama atenção. As pessoas que invadiram devem ter sido encarregadas de roubar azulejos. Ou então foi uma tentativa de desqualificação da propriedade, para que se possa fazer o que quiser com o patrimônio”, suspeita a arquiteta e urbanista Cláudia Nascimento.
Atenciosamente",0
20152t4p1001n1r.docx,"10 Outubro de 2015

Prefeitura Municipal.

Ultimamente quatro casarões antigos foram alvo de roubos e despredações com muitas variedades de azulejos valiosos que coloriam as fachadas e o interior de residencias é muito importante olhar essa situação são Patrimônio histórico da epoca tem que ter mais proteção, e investigar onde foram os demais azulejos. para depois restaurar os casarões e volver a fazer um museo histórico da ciudade.

Atenciosamente.

Bibiana Cambará.
",1
20152t4p1016n1r.docx,"Boa tarde.
Eu sou moradora de Belém, meu nome è Bibiana. No motivo nesta carta è porque eu fico muito inconformada com ous roubos do casarão.
Para mim os casarões são Patrimônio histórico, artístico e Cultural por isso a policia tem que tomar mais medidas imediatas para solucioná-lo.
Mais de um 50% dos azulejos se perderam nestos anos e ainda ninguem faz algo para ajudar os patrimônios nacionais.
Nossa historia e a historia do Brasil todo fica em ous quatro casarões.
Para os moradores é de muita preocupação que ous roubos sejam tão grandes.
Os azulejos são uma parte importante de Belem e da cultura toda. Os turistas gostam de visitar nessos casarões.
As investigações debem ser melhores porque os azulejos muito importantes por isso como moradora de Belém gostoria de que ous roubos não sigueram. Agora os azulejos que ainda restam aumentam cada vez mais de valor e nos temos que cuidar-los
",1
20152t4p1064n1r.docx,"Belém, 22 de Junho de 2012.
Carta Aberta à Prefeitura Municipal.
Os moradores dessa cidade estão incomodados dessa situação dos casarões históricos dessa cidade. Como essa cidade é considerada uma das cidades brasileiras com a maior variedade de azulejos, que coloriam às fachadas e o interior de residências, o público está querendo respostas e soluções imediatas. A maior parte desse vandalismos vieram da Europa do século XIX ao XX.
Primeiramente, do ano 1970 para cá, mais de 50% dos azulejos se perderam. Recentemente, a situação parece ter se agravado. Esse assunto vem se espalhando pela capital parense, e há quem suspeite de encomenda de roubos. Uma das construções depredadas é o Palacete Vitor Maria da Silva. O processo de montar os fragmentos está a demorar e na verdade, o público precisa que essas demolições param e estão pedindo medidas para solucioná-las.
",1
20152t4p1084n1r.docx,"Belém, 20 de Outubro de 2015.
Estimados trabalhadores da prefeitura municipal:
Meu nome é Bibiana Cambará. Eu sou moradora de Belém e quero informar sobre o problema dos furtos de azulejos.
Os azulejos são parte do patrimônio histórico e cultural da cidade. São muito valiosos porque a maioria foi importada da Europa. Os azulejos decoram as residências e a cidade enteira. Alguns casarões conservam parte deste patrimônio. Tristemente, quatro deles foram recentemente lugares onde aconteceram roubos. O vandalismo esteve presente ao Palacete Vitor Maria da silva, onde azulejos foram furtados. Dias depois, foram encontrados, mas fragmentadas. Os outros casarões também tiveram azulejos furtados, e todas as pistas levoam à conclusão de que foram roubos planificados.
Este vandalismo requere medidas imediatas. Os furtos devem ser frenados, ou todos os azulejos da cidade pronto se perderam. Os roubos afetaram ao incrível interior do Palacete Vitor Maria da Silva. A cidade está perdendo seu importantísimo patrimônio. O Departamento do Patrimônio Histórico, Artístico e Cultural está trabalhando na proteção dos casarões, mas o processo está demorado.
A comunidade não vai permitir mais furtos. A proteção dos casarões deve ser imediata e os vandalistas têm que ser identificados. Agradeceria muito a colaboração da prefeitura municipal para resolver o problema. Belém necessita medidas urgentes e a maior ajuda possível. Eu estou pronta para colaborar.

Com os melhores cumprimentos,
Bibiana Cambará
",1
20152t4p1085n1r.docx,"A situação casarões dos históricos da cidade.
A situação casarões dentro na cidade da grande incomodação, pelos os moradores existe cada vez mais roubo. por isso veio por este meio comunicando os pessoais ou o governo, para formar a decisão.
O governo deve tomar engajamento com a situação vivida pelos populações desta cidade, para que os populações liberta desta situação.
Peço a compreansão do orgão principal desta area. Obrigada.
",1
20152t4p1096n1r.docx,"Precisamos, pensar na importância desses azulejos na cidade de novo, e ensìná-la para crianças na escola e na família para continuar se deixam para sempre no futuro. E também, nós precisamos saber sobre patrimônio.
Esses azulejos mostram a vida das pessoas cérca de 100 anos atrás, ou seja, impossível i de saber ou sentir isso se os azulejos iam roubados ou quebrados no futuro. Para nossas crianças, vamos deixar o orgulho e história da nossa cidade, é necessário de protejer nosso patrimônio histórico.



Bibiana Cambará

",1
20152t4p1109n1r.docx,"Eu estou em Blém. Minha cidade é uma das cidades brasileiras com maior variedade de azuleijos.
Os azuleijos são cultura do Portugal. Muito lindo. Esse é muito boa parte do Portugal e da Europa. Na virada do século XIX para o XX, auge da produção de borracha. Da década de 1970 para cá. No entanto mais de 50%. Agora situração parece ter agravdo. Desde fevereiro, pelo menos quatro casarões foram. Uma das construções depredadas é o Palacete Victor Maria da Silva. Ele morreu no governo Augusto montenegro em 1909 ano. Os azleijos estão no laboratório. Aqui tem muitos azuleijos, mais de 1.000 fragmentos. A gente vai limpar até fim de julho.

Próximo apresento Thais Sanjad. Ela é diredora. Ela documentar detalhas arquitetôncos e históricos da construção. A proteçã parece encaminhada mas a situração na cidade já outros trê tiveram azuleijos do século XIX furtados, O Palacete Victor da Maria tem um mais bonito da cidades.

",1
20152t4p1114n1r.docx,"Salvador, 20 de outubro de 2015
Bibiana Cambará
Bibiana S.
Carta aberta à prefeitura municipal.

Prezado Prefeitura,
Envio-lhe por meio do presente desta carta para explicar o problema com a situação dos casarões históricos da cidade.
O problema dos casarões históricos da cidade foram alvo de vandalismo porque há quem suspeite de encomenda de roubos. Também, boa parte deles foi importada da Europa e para cá, mais de 50% dos azulejos perderam. De onde, a situação parece ter se agravado.
Alem disso, a necessidade de se tomarem medidas imediatas para solucioná, os azulejos tivem uma reunião após, montando o quebra-cabeça para ver a que painéis pertencem. Assim, vá ter asseleiração até o fim de junho, e vai decidir o que pode ser restaurado ou refeito. sobre esse caso, os detalhes tornam mais elaborados mais o local foi interditado. Também, as pessoas deve proibir de roubar. Enquanto, concluimos as investigação e chama a atenção dos azulejos para protejar dos palacetes encaminhada.

Em resumo, concordo em esse projeto porque tem que preservar os casarões históricos da cidade quem fará dessa cidade uma bom futuro histórico

Atenciosamente,
B. C.

",1
20152t4p1215n1r.docx,"20 de outubro de 2015

Senhores.
Prefeitura Municipal de Belem
presente.

Estimadas autoridade com um saúdo muito grato me dirijo esperando ser atendidas minhas questões. Trata-se dos Azulejos Vaciosos. quem fevereiro pelo menos quatro casarões foram alvo de vandalismo, uma das construções depreciadas é o Palacete Vitor Maria da Silva que agora estão em restauração (UFPA)

Sugiero sua ajuda para terminar com os roubos. são coisas muito valiosas que aumentam cada vez mais seu valor. são coisas historicas para nosso pais é turismo. não pode deixar  que suma para têm que tomar medidas imediatas para solucioná-lo.

Agradecendo sua ajuda e esperando que a petição seia publica. me despido.

",1
20152t4p1254n1r.docx,"20 de outubro de 2015


Srs:
da Prefeitura Municipal

Num principia eu quero mandar un abraço a todos os trabalhadores da prefeitura.
Eu qomo morador da cidade cansado de ouvir os robos constantes dos azulejos valiosos das construções antigas do seculos XIX e XX quero pedir a prefeitura a tomar medidas imediatas  para solucionar-los das constantes robos que estam acabando com o patrimonio da cidade

Esperando uma pronta solução me despido

Atensiosamente

Bibiana Cambará Terra

",1
20152t4p1263n1r.docx,"20/10/2015
DE: Bibiana Cambará Terra Amaral
PARA: Prefeitura municipal

Eu Bibiana morador do Belem escrevo esta carta para p. municipal.
inconformado com a situação que se encontra os casarões históricos da cidade, venho revendicar a mais rapido pocível a pussibilidade de moderação
Todo isto é para o bem estar do nosso belem e para a bem estar da população.


Atentamente								_____________
Bibiana C. T Amaral							perfeitura muncipal

",1
20152t4p1287n1r.docx,"Data 20 de outubro, 2015
Para: Prefeitura municij, Belém
De: Morador de Belém
Estimado Senhor,
Venho por meio dessa carta solicitando que publique em jornais locais pela importancia do problema.
A capital paraense já foi considerada uma da cidades brasileiras com mais variedade de azulejo que coloriam as fachadas e os interiores de residências importados da Europa na virada dos séculos XIX para o XX.
Quatro casarões dos séculos XX são alvo de roubos e depredações. Mais de 50% dos azulejos já se perderam. Este ano há mais vandalismo que anteriormente.
O Laboratório de Conservação e Restauração trabalha continuamente para determinar o que pode ser revitalizado ou refeito.
Quero solicitar, tomarem medidas imediatas porque a situação na cidade causa preocupação. Roubos muito estranhos, tentativa de desqualificação da propriedade para que se possa fazer o que quiser com o patrimonio.
Tudo indica que os exemplares de azulejos que ainda restam aumentam cada vez mais de valor.
Em conclusão, por tudo isso, quero solicitar lhe solucioná-lo.
Há um ano, o Departamento do Patrimônios Histórico, Artístico e Cultural iniciou um processo, mas a situação até hoje em dia não é solucionada.
Atenciosamente, B.
",1
20152t4p1317n1r.docx,"Carta aberta aos moradores de Bélem

Excelentíssimo Prefeito.

Nossa cidade foi considerada como das cidades Brasileiras com maior variedade de azulejos, com essa tendência, nós somos preocupados com mais de 50 % dos azulejos que foram perdidos e muitos dentre eles são considerados como ato de vandalismo.
Como esses objetos são considerados como nossos produtos não devemos aceitar que eles continuam a ser importado na Europa. Há cerca de um ano o Departamento do Patrimônio Histórico, Artístico e Cultural iniciou um processo a fim que eles possam dar uma segurança com os Azulejas Valiosos mas eles não conserguiram por que o procedimento demorou muito.

Queríamos que a prefeitura municipal desse mais importância porque achamos que nossos valores cidadões dependem desses objetos, se tivesse uma segurança bem rígida, ainda seria muito bom para a cidade de mostrar aquilo que é nosso.

Os poucos Exemplares de azulejos que ainda restam devem ter mais importâncias e mais seguros para que os restantes não desapareçam.
Esperamos que o senhor Prefeito dê ouvisso a nosso pedido e nos ajude preservar nossos Azulejos valiosos por que o resto aumetam cada dia mais de valor.
Cordialmente.
",1
20152t4p1318n1r.docx,"Estimado Srta.,

Esta carta aberta tem como principal objetivo lhe-comunicar os roubos e depredações de azulejos valiosos em Belém (uma das cidades brasileiras com maior variedade de azulejos nas residências).
Boa parte dos azulejos foi importado da Europa no século XIX para o XX.
Da década de 1970 para cá mais de 50% dos azulejos se perderam, mais este ano a situação parece ter agravado já que desde fevereiro pelo menos quatro casaróes foram alvo de vandalismo.
É por isso que é necessario tomar medidas imediatas para terminar ou disminuir com o vandalismo, este ano está muito mais agravado, e sim não é controlado vai continuar crescendo.
É necessário mais controle, mais seguridade pelas noites, e o cambio tem que ser rápido.
Eu gostaria sim você podesse publicar esta história nos jornais locais para tomar conciencia dos problemas actuais do vandalismo e inseguridade em Belém.

Saudos Cordiais


Bibiana Cambará
[Assinatura]",1
20152t4p1350n1r.docx,"Santa Cruz, 20 de outubro de 2015

Estimados: leitores.

Venho por meio desta carta é fazer conhecer a necessidade de tomar medidas imediatas para solucionar o vandalismo de “Azulejos valiosos""

Da década de 1970 para ca, mais de 50% dos azulejos valiosos se perdieram, e este ano a situaçao parece tor agravado, pelo menos quatro casarões foram alvo de vandalismo. é por isso que nós adoitar medidas imediatas como criar uma instituçao en nossa comunidade que poda reagir nos roubos de “Azulejos valiosos"" e a proteçao dos palacetes

Procurar mais investigações e que elas forem concluidas, documentar detalhes arquitetônicos e historicos da cidade para a proteção de eles, encarregar as pessoas por roubar os azulejos valiosos.

O cuidado dos ""azulejos valiosos"" é tarefa de todos.

Atenciosamente Bibiana Cambará
",1
20152t4p1359n1r.docx,"Atenção para nossos azulejos preciosos por favor.

Olá, galera
Vocês conhecem nossos azulejos preciosos? Nossa cidade, Belém mantém esses azulejos maravilhosos. No entanto, passando 1970 até hoje, mais de 50% dos azulejos se perderam. E até hoje quatro casarões foram alvo de vandalismo. O problema mais sério é que tem a possibilidade de existência de ladrão na cidade.
Alguns especialistas falaram que mais de mil fragmentos de azulejos estássem limpados e organizados mas ainda alguns estão roubados.
Para proteger os azulejos valiosos a gente tem que tomar cuida do nossos casarões históricos. E também nós devemos pedir as medidas imediatas para Lacore e urbanistas. É o nosso trabalho que argumentar sobre a necessidade de proteção.
Pele menos ainda sobraram poucos exemplares de azulejos e podemos cuidar e preservar para eles. Não vamos deixar o azulejos na preocupação. Tomara que essa carta promova
",1
20152t4p1367n1r.docx,"Prezados senhores da prefeitura municipal,
Sem dúvida, os senhores sabem os azulejos valiosos na nossa cidade?
Os azulejos na capital paraense são muito bonitos e vários nas cidades brasileiras. Mas, a partir da década de 1970 e até hoje, os números de azulejos estão diminuindo por causa de falta de proteção. Além disso, os azulejos foram quebrados mais de 1.000 fragmentos e precisam organizar com pressa. Quanto mais tempo passa, tanto mais detalhes dos azulejos podem quebrar e se perder sem proteção. Nós estamos ficando olhado só alguns patrimônios com concentração, no entanto, ao lado desses patrimônios, tem outros que não chamam atenção de nós.
Para manter nosso patrimônio, precisa-se elaborar os detalhes dos azulejos e das histórias da construção rápidamente.
Esses azulejos na nossa cidade são as histórias da cultura brasileira e os patrimônios importantes que precisam protegir para futuro.
Claro, o processo de tombamento do casarão começou e as pessoas responsáveis sobre o Departamento do Patrimônio Histórico, Artístico e Cultural (Dphac) trabalham duras para resolver o problema dos azulejos, mas, o encaminhamento precisa mais rápido e de ampliar suas proteções para não perder mais azulejos. E lembrem-lhes que muitas pessoas como eu têm interesse nosso patrimônio e querem manter nossa cultura e nossa nossa história.
Agradeço sua atenção,
Sinceramente,
Bibiana Cambará que mora em Belém.",1
20152t4p1386n1r.docx,"DATA: 20/10/15
PARA: PREFEITURA MUNICIPAL
DE: BIBIANA CAMBARÁ

Sou moradora da cidade Belém, veio com muita preocupação a situação dos casarões Históricos da cidade, com respecto ao inicio do processo de tombamento do casarão que foi feito pra o Departamento do Patrimônio Histórico, Artístico e Cultural, o local está interditado por falta de documentar os detalhes arquitetônicos.

O fato radica em o vandalismo, o Roubo dos azulejo do século XIX, furto estanho na tentativa de desqualificação da propriedade para que possam fazer o que quiser com o patrimônio por parte da arquiteta e urbanista Cláudia e a superindentende mas todo indica há um mercado de azulejo na cidade.

A proteção dos patrimonios é essencial no trabalho.",1
20152t4p1390n1r.docx,"Ribeirão Preto, 20/oct/2015

Bibiana Cambará
Presente:

Sendo uma das cidades mais bonitas do Brasil, caiu a maior variedade de azulejos, que coloriam as casas, as fachadas, as ruas.
Agora o 50% dos azulejos ícono da nossa cidade foram perdidos. O vandalismo creçe e as casas são seu alvo, com sospeitas até de roubo.
O Palacete Vitor Maria da Silva, ícono da cidade foi uma das construções depredadas, ainda que seu antigo dono, o inspetor Vitor Maria da Silva fose inspetor de obras no estado do Pará.
Há cerca de um ano, o Departamento do Patrimônio, histórico, artístico e cultural iniciou um projeto de proteçao para o Palacete. Mas este não é o único caso na ciudade, ajão pela qual é necessária a entervenção de uma lei ou política ainda contra o proibemento da destrução do Patrimônio e o cuidado obrigatorio da sociedade, castigando a quem atente contra de ele.
A concervação da arquitetura da cidade é icono do Brasil e tem que ser cuidada.
As tentativas de estragar o patrimônio devem ser pesquisadas e as envestigações fechadas e castigadas.",1
